"Long" "Lat" "SiteNum" "Name" "State" "First" "Last" "PercComp" "Elev" "Dist"
"138.41" "-30.81" "017011" "BELTANA" "SA" "1874" "1985" "0.91" "236" NA
"138.38" "-30.82" "017012" "BELTANA STATION" "SA" "1872" "2015" "0.64" "230" NA
"136.66" "-29.24" "017013" "BERESFORD" "SA" "1930" "1978" "0.79" "27" NA
"138.68" "-31.09" "017014" "BLINMAN" "SA" "1874" "2016" "0.91" "616" NA
"138.41" "-31.34" "017015" "BRACHINA SIDING" "SA" "1950" "1980" "0.89" "128" NA
"138.89" "-27.02" "017016" "CLIFTON HILLS" "SA" "1894" "2013" "0.67" "32" NA
"138.39" "-31.25" "017017" "COMMODORE" "SA" "1910" "2011" "0.93" "105" NA
"138.42" "-30.56" "017018" "COPLEY" "SA" "1883" "1963" "0.92" "235" NA
"140.63" "-26.71" "017019" "CORDILLO DOWNS" "SA" "1883" "2014" "0.84" "71" NA
"138.34" "-27.7" "017020" "MUNGERANIE (COWARIE)" "SA" "1881" "2015" "0.64" "19" NA
"136.81" "-29.4" "017021" "COWARD SPRINGS" "SA" "1897" "1977" "0.78" "16" NA
"139.61" "-28.17" "017022" "MOOMBA (TANTANNA)" "SA" "2001" "2015" "0.86" "20" NA
"135.85" "-28.33" "017023" "EDWARDS CREEK" "SA" "1930" "1980" "0.89" "126" NA
"138.27" "-30.07" "017024" "MARREE (FARINA)" "SA" "1879" "2016" "0.83" "91" NA
"137.51" "-29.75" "017025" "FINNISS SPRINGS" "SA" "1920" "1971" "0.89" "55" NA
"139.97" "-28.37" "017026" "MOOMBA (DARALINGIE)" "SA" "2001" "2012" "0.69" "30" NA
"140.73" "-27.8" "017027" "INNAMINCKA POLICE CAMP" "SA" "1883" "1952" "0.97" NA NA
"140.76" "-27.72" "017028" "INNAMINCKA STATION" "SA" "1882" "2016" "0.92" "53" NA
"138.35" "-30.29" "017029" "LYNDHURST POST OFFICE" "SA" "1902" "1989" "0.71" "125" NA
"135.65" "-27.25" "017030" "MACUMBA" "SA" "1891" "2013" "0.56" "120" NA
"138.06" "-29.65" "017031" "MARREE" "SA" "1885" "2015" "0.99" "50" NA
"138.58" "-30.99" "017032" "BLINMAN (MOOLOOLOO)" "SA" "1947" "2016" "0.98" "460" NA
"135.72" "-27.82" "017033" "MOUNT DUTTON" "SA" "1929" "1980" "0.83" "90" NA
"138.71" "-30.18" "017034" "MOUNT LYNDHURST" "SA" "1878" "2002" "0.37" "215" NA
"138.86" "-30.54" "017035" "GAMMON RANGES (MOUNT SERLE)" "SA" "1947" "1991" "0.68" "520" NA
"138.65" "-28.35" "017036" "LAKE EYRE (MULKA)" "SA" "1917" "2006" "0.9" "58" NA
"137.91" "-29.24" "017037" "MULOORINA STATION (MULOORINA HOMESTEAD)" "SA" "1881" "2016" "0.66" "3" NA
"138.23" "-29.73" "017038" "MARREE (MUNDOWDNA STATION)" "SA" "1944" "2012" "0.9" "70" NA
"139.05" "-29.59" "017039" "MARREE (MURNPEOWIE)" "SA" "1893" "1999" "0.7" "100" NA
"138.22" "-30.45" "017040" "COPLEY (MYRTLE SPRINGS)" "SA" "1897" "2000" "0.83" "170" NA
"138.89" "-30.94" "017041" "BLINMAN (NARRINA)" "SA" "1937" "2016" "0.91" "438" NA
"138.98" "-30.59" "017042" "NEPABUNNA MISSION" "SA" "1939" "1975" "0.9" "460" NA
"135.45" "-27.56" "017043" "OODNADATTA AIRPORT" "SA" "1939" "2016" "0.86" "117" NA
"135.44" "-27.55" "017044" "OODNADATTA POST OFFICE" "SA" "1892" "1941" "0.91" "117" NA
"139.39" "-26.13" "017045" "PANDIE PANDIE" "SA" "1949" "2013" "0.17" "42" NA
"138.39" "-31.13" "017046" "PARACHILNA" "SA" "1930" "1980" "0.97" "142" NA
"135.21" "-26.66" "017047" "PEDIRKA" "SA" "1930" "1980" "0.76" "162" NA
"139.13" "-30.24" "017048" "GAMMON RANGES (UMBERATANA)" "SA" "1886" "2008" "0.86" "525" NA
"138.98" "-30.43" "017049" "GAMMON RANGES (ARCOONA BLUFF)" "SA" "2003" "2011" "0.87" NA NA
"135.83" "-28.2" "017050" "WARRINA" "SA" "1891" "1930" "0.81" NA NA
"138.64" "-30.77" "017051" "WARRAWEENA" "SA" "1930" "2009" "0.38" "447" NA
"139.34" "-30.64" "017052" "WERTALOONA" "SA" "1906" "2014" "0.96" "100" NA
"136.34" "-28.91" "017053" "WILLIAM CREEK" "SA" "1874" "2010" "0.42" "74" NA
"138.96" "-31.13" "017054" "BLINMAN (WIRREALPA)" "SA" "1875" "2016" "0.92" "255" NA
"138.04" "-30.02" "017055" "MARREE (WITCHELINA STATION)" "SA" "1898" "2016" "0.84" "165" NA
"139.42" "-30.41" "017056" "GAMMON RANGES (WOOLTANA)" "SA" "1877" "2016" "0.82" "135" NA
"139.44" "-31.19" "017057" "WYAMBANA" "SA" "1938" "1949" "0.87" "45" NA
"138.46" "-29.02" "017058" "MARREE (DULKANINNA)" "SA" "1950" "2015" "0.49" "32" NA
"138.99" "-30.02" "017059" "THE KNOB" "SA" "1925" "1953" "0.31" "198" NA
"140.89" "-29.61" "017060" "TILCHA" "SA" "1884" "1942" "0.9" "110" NA
"137.04" "-29.7" "017061" "STUARTS CREEK" "SA" "1877" "1930" "0.83" "20" NA
"140.41" "-26.09" "017062" "CADELGA" "SA" "1886" "1962" "0.5" "60" NA
"139.62" "-27.84" "017063" "KANOWANA" "SA" "1888" "1939" "0.65" "22" NA
"139.75" "-29.6" "017064" "MOUNT HOPELESS" "SA" "1918" "1936" "0.62" "30" NA
"137.9" "-30.4" "017065" "EDIACARA" "SA" "1881" "1938" "0.86" "80" NA
"138.57" "-28.6" "017066" "KILLALPANINNA" "SA" "1885" "1924" "0.96" "18" NA
"138.66" "-28.02" "017067" "MUNGERANIE" "SA" "1887" "2013" "0.45" "60" NA
"139.17" "-29.05" "017068" "TROUDANINNA" "SA" "1893" "1936" "0.54" "14" NA
"135.03" "-26.42" "017069" "ILBUNGA" "SA" "1930" "1979" "0.92" "190" NA
"135.25" "-26.07" "017070" "MOUNT DARE" "SA" "1950" "2016" "0.93" "150" NA
"136.49" "-29.03" "017071" "IRRAPATANNA" "SA" "1954" "1965" "0.82" "91" NA
"135.34" "-26.93" "017072" "MOUNT SARAH (CAR 732 MILE)" "SA" "1947" "1978" "0.74" "191" NA
"139.28" "-26.51" "017073" "BIRDSVILLE (ANDREWILLA POLICE CAMP)" "SA" "1894" "1902" "0.96" "30" NA
"140.25" "-29.76" "017074" "MOOMBA (CALLABONNA)" "SA" "1902" "1909" "0.96" "30" NA
"135.46" "-26.52" "017075" "DALHOUSIE SPRINGS" "SA" "1879" "1890" "0.86" "126" NA
"138.38" "-29.28" "017076" "MARREE (CLAYTON)" "SA" "1914" "2016" "0.57" "43" NA
"138.06" "-30.59" "017077" "BELTANA DEPOT WELL" "SA" "1926" "1936" "0.58" "66" NA
"138.95" "-26.95" "017078" "GOYDERS LAGOON" "SA" "1901" "1919" "0.97" "20" NA
"139.86" "-26.05" "017079" "MINNIE DOWNS" "SA" "1915" "1940" "0.99" "50" NA
"139.23" "-29.95" "017080" "LYNDHURST (FREELINGWELL)" "SA" "1887" "1939" "0.34" "240" NA
"138.75" "-27.32" "017081" "BIRDSVILLE (MOUNT GASON)" "SA" "1910" "1927" "0.91" "49" NA
"138.62" "-26.62" "017083" "PUTTABURRA" "SA" "1927" "1933" "0.87" NA NA
"137.19" "-31.58" "017084" "RYANSVILLE" "SA" "1919" "1924" "0.99" "80" NA
"138.31" "-30.64" "017085" "COPLEY (ST RONANS)" "SA" "1926" "1936" "0.57" "230" NA
"139.28" "-30.18" "017086" "YUDNAMULTANA" "SA" "1909" "1931" "0.96" "530" NA
"140.83" "-26.35" "017087" "HADDON" "SA" "1884" "1936" "0.9" "150" NA
"138.19" "-29.03" "017088" "PEECHYWARRINA" "SA" "1882" "1903" "0.92" "13" NA
"138.25" "-27.72" "017089" "KALAMURINA" "SA" "1884" "2016" "0.23" "5" NA
"139.98" "-29.4" "017090" "MONTACOLLINA" "SA" "1885" "1903" "0.95" "1" NA
"135.65" "-27.81" "017091" "WONDILLINA" "SA" "1897" "1907" "0.84" "110" NA
"138.23" "-31.33" "017092" "WINTABATINGANA" "SA" "1879" "1889" "0.61" NA NA
"140.17" "-28.8" "017093" "TINGA TINGANA" "SA" "1891" "1900" "0.91" "30" NA
"139.46" "-30.21" "017094" "PARALLANA" "SA" "1881" "1907" "0.88" "155" NA
"138.94" "-26.15" "017095" "ALTON DOWNS" "SA" "1886" "1939" "0.14" "34" NA
"140.21" "-28.11" "017096" "MOOMBA" "SA" "1972" "2005" "0.97" "39" NA
"138.74" "-31.09" "017097" "BLINMAN (ANGORICHINA)" "SA" "1969" "2015" "0.98" "570" NA
"138.28" "-31.19" "017098" "PARACHILNA (MOTPENA)" "SA" "1969" "2016" "0.99" "85" NA
"139.34" "-30.31" "017099" "ARKAROOLA" "SA" "1938" "2016" "0.97" "318" NA
"139.47" "-29.55" "017100" "BLANCHEWATER STATION" "SA" "1879" "1938" "0.43" "44" NA
"138.41" "-30.48" "017101" "LEIGH CREEK E.T.S.A" "SA" "1972" "1975" "0.75" "195" NA
"139.05" "-30.37" "017102" "COPLEY (YANKANINNA)" "SA" "1923" "1993" "0.91" "600" NA
"139.05" "-30.46" "017103" "GAMMON RANGES (THE PLATEAU)" "SA" "2011" "2011" "0.01" NA NA
"140.99" "-30.22" "017105" "QUINYAMBIE" "SA" "1887" "1973" "0.95" "82" NA
"140.97" "-30.87" "017106" "BROUGHMAN'S GATE HOUSE (QUINYAMBIE)" "SA" "1973" "2015" "0.91" "61" NA
"138.41" "-30.59" "017107" "LEIGH CREEK SOUTH" "SA" "1977" "1993" "0.87" "250" NA
"138.4" "-30.41" "017108" "LEIGH CREEK NORTHERN COALFIELD" "SA" "1975" "1977" "0.79" "165" NA
"135.9" "-28.08" "017109" "THE PEAKE" "SA" "1873" "1891" "0.93" "80" NA
"138.42" "-30.6" "017110" "LEIGH CREEK AIRPORT" "SA" "1982" "2016" "0.83" "259" NA
"140.87" "-28.15" "017111" "INNAMINCKA (DULLINGARI)" "SA" "1984" "2015" "0.92" "88" NA
"140.11" "-27.69" "017112" "MOOMBA (TIRRAWARRA)" "SA" "1984" "2016" "0.83" "40" NA
"138.23" "-31.01" "017113" "PARACHILNA (NILPENA)" "SA" "1973" "2016" "0.94" "90" NA
"135.45" "-27.55" "017114" "OODNADATTA" "SA" "1985" "2013" "0.83" "120" NA
"140.9" "-29.13" "017115" "CAMERON CORNER (LINDON)" "SA" "1987" "2015" "0.96" "110" NA
"139.34" "-30.28" "017116" "GAMMON RANGES (COULTHARD)" "SA" "1990" "2002" "0.9" "550" NA
"139.26" "-30.28" "017117" "GAMMON RANGES (GREENWOOD HILL)" "SA" "1990" "2002" "0.88" "445" NA
"138.32" "-30.84" "017119" "BELTANA ROADHOUSE" "SA" "1986" "2016" "0.99" "180" NA
"139" "-30.24" "017120" "GAMMON RANGES (MOUNT PAINTER)" "SA" "1990" "2002" "0.86" "415" NA
"140.74" "-27.75" "017121" "INNAMINCKA HOTEL" "SA" "1993" "2015" "0.93" "40" NA
"138.95" "-30.45" "017122" "GAMMON RANGES (OWIEANDANA)" "SA" "1993" "2003" "0.75" "518" NA
"140.2" "-28.1" "017123" "MOOMBA AIRPORT" "SA" "1995" "2016" "0.96" "38" NA
"140.68" "-27.07" "017124" "INNAMINCKA (KELEARY)" "SA" "1996" "1998" "0.9" "40" NA
"140.47" "-27.53" "017125" "INNAMINCKA (BOOKABOURDIE)" "SA" "1997" "2013" "0.83" "45" NA
"138.07" "-29.66" "017126" "MARREE AERO" "SA" "1998" "2016" "0.92" "50" NA
"135.92" "-28.48" "017127" "NILPINNA" "SA" "1998" "2015" "0.92" "180" NA
"137.57" "-30.07" "017128" "MARREE (MULGARIA)" "SA" "1998" "2011" "0.95" "80" NA
"138.34" "-29.96" "017129" "MARREE (WILPOORINNA STATION)" "SA" "1998" "2015" "0.94" "85" NA
"137.9" "-29.71" "017130" "MARREE (CALLANNA)" "SA" "1998" "2016" "0.98" "70" NA
"139.73" "-29.91" "017131" "GAMMON RANGES (MOOLAWATANA)" "SA" "1998" "2016" "0.98" "98" NA
"138.63" "-28.72" "017132" "MARREE (ETADUNNA)" "SA" "1998" "2015" "0.97" "30" NA
"138.69" "-30.6" "017136" "LEIGH CREEK (MAYNARDS WELL)" "SA" "2005" "2011" "0.71" NA NA
"138.53" "-30.62" "017137" "LEIGH CREEK (NORTH MOOLOOLOO)" "SA" "2006" "2011" "0.74" NA NA
"138.57" "-30.69" "017138" "LEIGH CREEK (PFITZNERS WELL)" "SA" "2006" "2011" "0.74" NA NA
"138.35" "-30.29" "017139" "LYNDHURST" "SA" "2006" "2016" "0.88" "128" NA
"139.47" "-27.93" "017140" "MOOMBA (SELLICKS CAMP)" "SA" "2008" "2012" "0.94" "20" NA
"137.19" "-33.21" "018000" "ARKARINGA" "SA" "1938" "1955" "0.93" NA NA
"136.57" "-33.91" "018001" "ARNO BAY" "SA" "1907" "2016" "0.96" "9" NA
"132.63" "-31.83" "018002" "PENONG (PENALUMBA)" "SA" "1898" "2016" "0.98" "44" NA
"135" "-33.63" "018003" "BRAMFIELD POST OFFICE" "SA" "1886" "1969" "0.97" "10" NA
"135.06" "-33.1" "018004" "BREEZER PLAINS (KOOLBALLA HILL)" "SA" "1917" "1947" "0.92" "75" NA
"135.5" "-34.06" "018005" "YEELANA (BRIMPTON LAKE)" "SA" "1907" "2016" "0.95" "61" NA
"137.23" "-33.12" "018006" "WHYALLA (BROADVIEW STATION)" "SA" "1932" "2010" "0.9" "118" NA
"135.84" "-34.1" "018007" "YEELANA (BROOKER)" "SA" "1913" "2015" "0.97" "115" NA
"136.21" "-32.92" "018008" "BUCKLEBOO (BUCLKEBOO POST OFFICE)" "SA" "1933" "1987" "0.93" "152" NA
"134.23" "-32.37" "018009" "CARAWA" "SA" "1898" "1950" "0.87" "45" NA
"136.69" "-33.76" "018010" "CARPA" "SA" "1933" "1990" "0.99" "130" NA
"133.67" "-32.13" "018011" "CEDUNA POST OFFICE" "SA" "1906" "1990" "0.97" "10" NA
"133.7" "-32.13" "018012" "CEDUNA AMO" "SA" "1939" "2016" "0.99" "15" NA
"134.67" "-32.76" "018013" "CHANDADA POST OFFICE" "SA" "1929" "1968" "0.95" "75" NA
"136.49" "-33.7" "018014" "CLEVE" "SA" "1896" "2016" "0.98" "193" NA
"132.07" "-31.63" "018015" "NUNDROO (COLONA)" "SA" "1925" "1989" "0.95" "38" NA
"134.9" "-33.53" "018016" "COLTON (BOOLA BOOLA)" "SA" "1892" "1965" "0.87" "18" NA
"135.7" "-34.63" "018017" "PORT LINCOLN (BIG SWAMP)" "SA" "1897" "2015" "0.98" "110" NA
"136.29" "-33.01" "018018" "KIMBA (CORTLINYE ROCKS STN)" "SA" "1916" "1991" "0.98" "273" NA
"135.47" "-34.39" "018019" "COULTA" "SA" "1877" "2016" "0.86" "75" NA
"135.57" "-34.37" "018020" "COULTA (THE GLEN)" "SA" "1934" "1962" "0.97" "133" NA
"134.44" "-32.54" "018021" "COURELA (CHALLNER)" "SA" "1911" "1966" "0.97" NA NA
"136.91" "-33.68" "018022" "COWELL" "SA" "1885" "2016" "0.95" "12" NA
"135.73" "-34.26" "018023" "CUMMINS" "SA" "1914" "2016" "0.93" "65" NA
"136.21" "-33.47" "018024" "DARKE PEAK" "SA" "1914" "2016" "0.99" "165" NA
"133.58" "-32.1" "018025" "DENIAL BAY" "SA" "1920" "1975" "0.96" "5" NA
"130.96" "-30.55" "018026" "FISHER SIDING" "SA" "1940" "1970" "0.97" "120" NA
"129.97" "-30.67" "018027" "DENMAN (TAR 595 MILE)" "SA" "1940" "1967" "0.96" NA NA
"131.2" "-30.53" "018028" "OMALLEY (522 MILES SIDING)" "SA" "1940" "1971" "0.92" "117" NA
"132.9" "-30.58" "018029" "MUNGALA SIDING (TAR 416 MILE)" "SA" "1940" "1971" "0.94" "150" NA
"132.44" "-31.99" "018030" "FOWLERS BAY" "SA" "1878" "2010" "0.53" "3" NA
"137" "-32.87" "018031" "IRON KNOB (GILLES DOWNS)" "SA" "1925" "2015" "0.86" "187" NA
"132.51" "-31.88" "018032" "GLEN BOREE" "SA" "1902" "1971" "0.98" "40" NA
"133.77" "-31.97" "018033" "CEDUNA (GOODE)" "SA" "1908" "2016" "0.98" "132" NA
"137.15" "-32.73" "018034" "IRON KNOB" "SA" "1911" "2016" "0.96" "158" NA
"135.28" "-33.67" "018035" "KAPPAWANTA" "SA" "1906" "1986" "0.93" "60" NA
"134.97" "-32.74" "018036" "KARCULTABY" "SA" "1922" "2016" "0.98" "134" NA
"136.56" "-33.19" "018037" "KIMBA (CURTINYE)" "SA" "1918" "2015" "0.98" "308" NA
"136.42" "-33.31" "018038" "BALUMBAH" "SA" "1950" "1972" "0.96" "282" NA
"136.22" "-33.59" "018039" "KIELPA" "SA" "1928" "1991" "0.88" "150" NA
"136.41" "-33.14" "018040" "KIMBA" "SA" "1920" "2016" "0.97" "280" NA
"136.42" "-33.12" "018041" "KIMBA (THE PINES)" "SA" "1915" "1966" "0.98" "275" NA
"133.42" "-31.9" "018042" "CEDUNA (KOONIBBA RESERVE)" "SA" "1910" "1989" "0.93" "62" NA
"135.82" "-34.41" "018043" "KOPPIO" "SA" "1884" "2014" "0.83" "173" NA
"135.55" "-33.13" "018044" "KYANCUTTA" "SA" "1930" "2016" "1" "59" NA
"135.27" "-33.95" "018045" "SHERINGA (LAKE HAMILTON)" "SA" "1877" "2016" "0.91" "8" NA
"135.76" "-33.57" "018046" "LOCK" "SA" "1915" "2016" "0.93" "147" NA
"133.94" "-32.07" "018047" "CEDUNA (MALTEE)" "SA" "1929" "2016" "0.99" "63" NA
"136.62" "-33.53" "018048" "CLEVE (MANGALO)" "SA" "1906" "1999" "0.98" "260" NA
"136.16" "-34.12" "018049" "BUTLER TANKS (NORTH PARNDA)" "SA" "1905" "2016" "0.97" "100" NA
"136.84" "-33.6" "018050" "MILTALIE (POODRA)" "SA" "1886" "1927" "0.97" "200" NA
"136.86" "-33.59" "018051" "MILTALIE (HILLVIEW)" "SA" "1904" "1960" "0.97" "155" NA
"135.15" "-32.84" "018052" "MINNIPA AGRICULTURAL CENTRE" "SA" "1915" "2001" "0.98" "168" NA
"135.15" "-32.85" "018053" "MINNIPA" "SA" "1914" "2015" "0.91" "154" NA
"134.7" "-33.03" "018054" "PORT KENNY (MOUNT COOPER)" "SA" "1939" "2016" "0.94" "150" NA
"135.36" "-34.11" "018055" "MOUNT HOPE" "SA" "1932" "1987" "0.97" "51" NA
"135.16" "-33.48" "018056" "MOUNT WEDGE" "SA" "1884" "2016" "0.91" "42" NA
"135.55" "-32.99" "018057" "MOUNT WUDINNA" "SA" "1907" "2016" "0.99" "178" NA
"137.36" "-33.21" "018058" "WHYALLA (MULLAQUANA)" "SA" "1910" "2016" "0.91" "51" NA
"137.36" "-33.13" "018059" "WHYALLA (NONOWIE)" "SA" "1903" "2011" "0.99" "82" NA
"132.2" "-31.78" "018060" "NUNDROO" "SA" "1932" "2016" "0.98" "36" NA
"134.34" "-32.27" "018061" "WIRRULLA (NUNJIKOMPITA)" "SA" "1929" "1989" "0.65" "70" NA
"135.72" "-33.78" "018062" "PEACHNA" "SA" "1933" "1952" "0.96" "60" NA
"133.01" "-31.93" "018063" "PENONG" "SA" "1892" "2016" "0.87" "16" NA
"134.39" "-32.48" "018064" "WIRRULLA (PETINA)" "SA" "1904" "1993" "0.99" "45" NA
"136.38" "-33.87" "018065" "CLEVE (PINESIDE)" "SA" "1909" "2004" "0.98" "60" NA
"137.79" "-33" "018066" "POINT LOWLY LIGHTHOUSE" "SA" "1900" "1973" "0.97" NA NA
"137.02" "-33.52" "018067" "PONDOOMA POST OFFICE" "SA" "1901" "1977" "0.97" "50" NA
"134.84" "-32.72" "018068" "POOCHERA" "SA" "1919" "2015" "0.96" "80" NA
"134.89" "-33.65" "018069" "ELLISTON" "SA" "1882" "2016" "0.98" "7" NA
"135.86" "-34.72" "018070" "PORT LINCOLN" "SA" "1866" "2002" "0.78" "4" NA
"135.87" "-34.6" "018071" "NORTH SHIELDS (PORT LINCOLN AERODROME)" "SA" "1946" "2016" "0.98" "11" NA
"136.35" "-34.12" "018072" "PORT NEILL" "SA" "1912" "2011" "0.94" "7" NA
"134.13" "-32.2" "018073" "SMOKY BAY (PUNTABIE)" "SA" "1916" "2007" "0.98" "57" NA
"137.4" "-32.73" "018074" "ROOPENA" "SA" "1891" "2013" "0.96" "92" NA
"136.27" "-33.69" "018075" "RUDALL" "SA" "1925" "1997" "0.95" "97" NA
"135.23" "-33.85" "018076" "SHERINGA" "SA" "1915" "1989" "0.92" "7" NA
"133.94" "-32.38" "018077" "SMOKY BAY" "SA" "1912" "2016" "0.97" "3" NA
"135.93" "-34.29" "018078" "STOKES" "SA" "1889" "1991" "0.95" "180" NA
"134.21" "-32.8" "018079" "STREAKY BAY" "SA" "1865" "2016" "0.98" "13" NA
"134.87" "-33.32" "018080" "TALIA" "SA" "1906" "1977" "0.86" "22" NA
"135.48" "-33.54" "018081" "LOCK (TERRE)" "SA" "1907" "2002" "0.98" "58" NA
"136.18" "-35.01" "018082" "THISTLE ISLAND" "SA" "1936" "1963" "0.85" "21" NA
"135.45" "-33.04" "018083" "WUDINNA AERO" "SA" "1999" "2016" "0.94" "86" NA
"135.84" "-33.79" "018084" "LOCK (CALLAMONDAH)" "SA" "1929" "2015" "0.91" "140" NA
"137.56" "-32.88" "018085" "WHYALLA (TREGALANA)" "SA" "1930" "2010" "0.65" "20" NA
"136.1" "-34.38" "018086" "TUMBY BAY" "SA" "1906" "2016" "0.94" "6" NA
"136.08" "-34.33" "018087" "TUMBY BAY (HILLVIEW)" "SA" "1892" "1999" "0.97" "50" NA
"136.05" "-34.18" "018088" "UNGARRA" "SA" "1909" "2016" "0.9" "98" NA
"136.25" "-33.32" "018089" "WADDIKEE" "SA" "1927" "2015" "0.91" "175" NA
"135.6" "-33.24" "018090" "WARRAMBOO" "SA" "1924" "2016" "0.94" "89" NA
"136.21" "-34.26" "018091" "TUMBY BAY (WARRATTA VALE)" "SA" "1876" "2016" "0.93" "45" NA
"135.87" "-34.5" "018092" "PORT LINCOLN (WHITE FLAT)" "SA" "1903" "2014" "0.74" "119" NA
"136.24" "-34.12" "018093" "BUTLER (ANONA)" "SA" "1909" "2004" "0.98" "68" NA
"134.53" "-32.4" "018094" "WIRRULLA" "SA" "1922" "2016" "0.96" "79" NA
"135.46" "-33.05" "018095" "WUDINNA" "SA" "1927" "2013" "0.91" "85" NA
"136.68" "-33.68" "018096" "CLEVE (PINEVIEW)" "SA" "1938" "2015" "0.98" "176" NA
"134.6" "-32.96" "018097" "PORT KENNY (YANDRA)" "SA" "1891" "2009" "0.81" "50" NA
"135.28" "-32.95" "018098" "YANINEE" "SA" "1919" "2016" "0.84" "87" NA
"135.73" "-34.13" "018099" "YEELANNA" "SA" "1911" "2016" "0.93" "95" NA
"136.43" "-32.86" "018100" "KIMBA (YELTANA)" "SA" "1929" "2003" "0.85" "345" NA
"135.91" "-33.17" "018101" "KOONGAWA (RETAWON)" "SA" "1951" "2014" "0.97" "192" NA
"137.58" "-32.99" "018102" "WHYALLA DAIRY" "SA" "1948" "1955" "0.92" NA NA
"137.53" "-33.03" "018103" "WHYALLA (NORRIE)" "SA" "1906" "2001" "0.98" "13" NA
"135.9" "-34.35" "018104" "YALLUNDA FLAT (MEETIGILLY)" "SA" "1911" "2015" "0.94" "197" NA
"133.47" "-32.08" "018105" "DENIAL BAY (NADIA)" "SA" "1897" "1939" "0.96" "25" NA
"130.9" "-31.45" "018106" "NULLARBOR" "SA" "1888" "2016" "0.51" "64" NA
"135.76" "-34.59" "018107" "PORT LINCOLN (WOOLGA)" "SA" "1891" "2016" "0.97" "228" NA
"131.68" "-30.46" "018108" "OOLDEA RAILWAY" "SA" "1918" "1981" "0.99" "132" NA
"136.47" "-35.15" "018109" "THE WEDGE" "SA" "1949" "1962" "0.61" "20" NA
"130.41" "-30.61" "018110" "COOK" "SA" "1918" "2014" "0.95" "120" NA
"132.65" "-30.52" "018112" "BARTON" "SA" "1916" "1989" "0.95" "150" NA
"136.25" "-33.97" "018113" "WHARMINDA" "SA" "1913" "2016" "0.67" "63" NA
"131.58" "-30.16" "018114" "MARALINGA" "SA" "1955" "2016" "0.79" "290" NA
"136.12" "-35.34" "018115" "NEPTUNE ISLAND" "SA" "1957" "2016" "0.83" "32" NA
"136.5" "-33.71" "018116" "CLEVE AERODROME" "SA" "1963" "2016" "0.92" "175" NA
"137.17" "-33.11" "018117" "WHYALLA (MOOLA)" "SA" "1958" "2013" "0.99" "170" NA
"134.21" "-32.51" "018118" "HASLAM" "SA" "1928" "2016" "0.6" "7" NA
"134.23" "-32.52" "018119" "HASLAM 2" "SA" "1929" "1967" "0.98" "6" NA
"137.52" "-33.05" "018120" "WHYALLA AERO" "SA" "1945" "2016" "0.85" "7" NA
"136.63" "-33.19" "018121" "BARNA" "SA" "1925" "1940" "0.99" "265" NA
"134.25" "-33" "018122" "BURKO" "SA" "1920" "1934" "0.94" "5" NA
"136.14" "-34.14" "018123" "BUTLER" "SA" "1905" "1928" "0.94" "135" NA
"132.17" "-31.91" "018124" "CHINTULDA (ROBERTSVALE)" "SA" "1909" "1933" "0.8" "80" NA
"134.71" "-32.58" "018125" "CUNGENA" "SA" "1918" "1993" "0.27" "85" NA
"135.59" "-34.61" "018126" "FOUNTAIN FOREST RESERVE" "SA" "1891" "1928" "0.95" "60" NA
"137.02" "-33.43" "018127" "GLYNN" "SA" "1903" "1929" "0.92" NA NA
"134.98" "-32.77" "018128" "KARCULTABY" "SA" "1885" "1911" "0.25" NA NA
"135.84" "-34.63" "018129" "KERNILLA" "SA" "1904" "1926" "0.96" "75" NA
"137.22" "-33.59" "018130" "MITCHELVILLE" "SA" "1902" "1941" "0.96" "15" NA
"134.01" "-32.17" "018131" "MUDAMUCKLA" "SA" "1924" "1949" "0.59" NA NA
"137.38" "-33.36" "018132" "MUNYEROO" "SA" "1916" "1923" "0.89" "7" NA
"133.01" "-31.97" "018133" "NUNONG" "SA" "1892" "1939" "0.78" "30" NA
"132.9" "-31.89" "018134" "PENONG 2" "SA" "1913" "1938" "0.92" "50" NA
"136.42" "-32.95" "018135" "PILE PUDLA" "SA" "1933" "1944" "0.76" NA NA
"135.88" "-34.58" "018136" "POONINDIE" "SA" "1865" "1928" "0.76" NA NA
"135.7" "-34.83" "018137" "PORT LINCOLN (WESTMERE)" "SA" "1906" "2016" "0.91" "90" NA
"136.73" "-33.57" "018138" "WATCHANNIE" "SA" "1907" "1927" "0.84" NA NA
"135.29" "-33.51" "018139" "POLDA (GUM VIEW)" "SA" "1966" "2005" "0.96" "37" NA
"131" "-31.43" "018140" "WHITE WELL" "SA" "1901" "1947" "0.86" "60" NA
"137.17" "-33.66" "018141" "WILTON (SHOAL VIEW)" "SA" "1903" "1912" "0.91" "7" NA
"132.37" "-31.93" "018142" "YALATA" "SA" "1880" "1927" "0.75" NA NA
"136.55" "-33.69" "018143" "YELDULKNIE" "SA" "1916" "1927" "0.99" NA NA
"135.7" "-34.54" "018144" "WANILLA" "SA" "1964" "2016" "0.45" "129" NA
"132.15" "-30.5" "018145" "IMMARNA" "SA" "1918" "1981" "0.95" "213" NA
"129.2" "-30.72" "018146" "TAR 639 MILE" "SA" "1941" "1968" "0.96" NA NA
"129.51" "-30.71" "018147" "HUGHES" "SA" "1918" "1971" "0.98" NA NA
"131.52" "-30.48" "018148" "WATSON" "SA" "1918" "1967" "0.99" "112" NA
